"id","name","type","address","city","postcode","lat","lon","website","phone","opening_hours","price_tier","avg_rating","suggested_duration","tags","image_url","description_short","description_long","description_last_generated","review_count_at_generation"
1,"British Museum","Museum","Great Russell St","London","WC1B 3DG",51.5194,-0.127,"https://www.britishmuseum.org","+44 20 7323 8299","10:00-17:00",1,4.8,180,"History;Rainy Day;Family","https://plus.unsplash.com/premium_photo-1661925387774-b1ba6b7bb0ad?q=80&w=1161&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D","World-famous museum of human history and culture.","World-famous museum of human history and culture.","2026-04-08 08:49:47",0
41,"Skara Brae","History","Sandwick","Orkney","KW16 3LR",59.0494,-3.3411,"https://www.historicenvironment.scot","+44 1856 841815","09:30-17:30",3,4.7,60,"Ancient;Archaeology;Islands","https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Skara_Brae.jpg/800px-Skara_Brae.jpg","Stone-built Neolithic settlement.","Skara Brae is a truly remarkable archaeological site nestled on the Orkney Islands, offering a unique glimpse into prehistoric Britain. This remarkably well-preserved stone-built Neolithic settlement dates back over 5,000 years, making it one of the oldest settlements in Western Europe. The structures, remarkably intact beneath a grassy mound, reveal a sophisticated community living in a time long before recorded history, and visitors often find themselves captivated by the ingenuity of its design and the mystery surrounding its inhabitants. The site’s atmosphere is profoundly evocative, transporting visitors back to the Neolithic era. Many guests come back for the feeling of stepping into a lost world, appreciating the quiet dignity of the ancient stones and the palpable sense of history. Exploring Skara Brae provides a powerful connection to the past, solidifying its place as a must-see destination for those interested in ancient cultures and the islands’ rich archaeological heritage.","2026-04-19 18:59:48",0
42,"Loch Ness Centre","Attraction","Drumnadrochit","Highlands","IV63 6TU",57.3366,-4.4795,"https://lochness.com","+44 1456 453412","10:00-17:00",3,4.0,60,"Mystery;Nature;Water","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Loch_Ness_looking_south.jpg/800px-Loch_Ness_looking_south.jpg","Exhibition centre exploring the loch and its monster.","","",0
43,"Durham Cathedral","History","The College","Durham","DH1 3EH",54.7735,-1.5764,"https://www.durhamcathedral.co.uk","+44 191 338 7178","10:00-16:00",1,4.8,60,"Religion;Architecture;Harry Potter","https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Durham_Cathedral._The_River_Wear.jpg/800px-Durham_Cathedral._The_River_Wear.jpg","UNESCO site and masterpiece of Romanesque architecture.","","",0
44,"Angel of the North","Art","Durham Rd","Gateshead","NE9 7TY",54.9141,-1.5894,"https://www.gateshead.gov.uk","","24-Jul",1,4.4,20,"Art;Iconic;Roadside","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Angel_of_the_North_across_A1.jpg/800px-Angel_of_the_North_across_A1.jpg","Contemporary sculpture by Antony Gormley.","","",0
45,"Lindisfarne Castle","Castle","Holy Island","Northumberland","TD15 2SE",55.6687,-1.7853,"https://www.nationaltrust.org.uk","+44 1289 389244","Check tide times",3,4.5,60,"History;Island;Tides","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Lindisfarne_Castle_Holy_Island.jpg/800px-Lindisfarne_Castle_Holy_Island.jpg","16th-century castle located on Holy Island.","","",0
46,"Seven Sisters Cliffs","Nature","Exceat","Sussex","BN25 4AD",50.7584,0.1903,"https://www.sevensisters.org.uk","","24-Jul",1,4.8,120,"Hiking;Views;Coast","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Seven_Sisters_Sussex.jpg/800px-Seven_Sisters_Sussex.jpg","Series of chalk cliffs by the English Channel.","The Seven Sisters Cliffs, a dramatic series of chalk formations rising majestically from the English Channel coastline in Sussex, offer a truly unforgettable experience. These iconic cliffs provide a stunning backdrop for a variety of outdoor activities, with hiking trails weaving along the clifftop offering breathtaking views of the sea and surrounding countryside. Visitors often find themselves captivated by the sheer scale of the landscape and the constant rhythm of the waves crashing against the base of the cliffs. The area is a popular destination for those seeking a connection with the coast, and many guests come back for the atmosphere. The rugged beauty of the cliffs, combined with the expansive views, creates a sense of peace and wonder, making it a place where memories are easily made. Exploring the coastal paths reveals hidden coves and dramatic rock formations, ensuring a rewarding experience for hikers and nature lovers alike.","2026-04-22 20:56:05",0
47,"Durdle Door","Nature","West Lulworth","Dorset","BH20 5PU",50.6211,-2.2769,"https://www.visit-dorset.com","","24-Jul",1,4.7,90,"Beaches;Hiking;Coast","https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Durdle_Door_Overview.jpg/800px-Durdle_Door_Overview.jpg","Natural limestone arch on the Jurassic Coast.","Durdle Door is a truly remarkable sight along the iconic Jurassic Coast of Dorset. This dramatic natural limestone arch stands proudly against the crashing waves, a testament to the power of the sea and millennia of geological processes. Visitors are consistently struck by its scale and beauty, often spending considerable time simply absorbing the view and the wild coastal atmosphere. The area offers a fantastic blend of experiences, encompassing stunning beaches perfect for relaxing, invigorating hikes along the dramatic cliffs, and a captivating journey along the coastline. Exploring Durdle Door and its surrounding area is a memorable experience. Many guests return specifically to enjoy the combination of challenging coastal paths and rewarding panoramic vistas. The beaches provide a welcome respite after a hike, and the sheer presence of this ancient geological formation creates a powerful connection to the region’s rich natural history.","2026-04-22 20:56:31",0
48,"Cotswold Wildlife Park","Zoo","Bradwell Grove","Burford","OX18 4JP",51.7891,-1.6569,"https://www.cotswoldwildlifepark.co.uk","+44 1993 823006","10:00-18:00",3,4.6,180,"Animals;Family;Gardens","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Cotswold_Wildlife_Park_Manor_House.jpg/800px-Cotswold_Wildlife_Park_Manor_House.jpg","Park set in 160 acres of parkland and gardens.","","",0
49,"Blenheim Palace","History","Woodstock","Oxford","OX20 1PP",51.8416,-1.3614,"https://www.blenheimpalace.com","+44 1993 810530","10:30-17:30",4,4.5,150,"History;Gardens;Luxury","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Blenheim_Palace_2006.jpg/800px-Blenheim_Palace_2006.jpg","Monumental country house and birthplace of Churchill.","","",0
50,"Shakespeare's Birthplace","History","Henley St","Stratford-upon-Avon","CV37 6QW",52.1935,-1.7068,"https://www.shakespeare.org.uk","+44 1789 204016","10:00-16:00",3,4.4,60,"History;Literature;Tudor","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg","Restored 16th-century half-timbered house.","","",0
51,"The Savoy","Hotel","Strand","London","WC2R 0EZ",51.5106,-0.12,"https://www.thesavoylondon.com","+44 20 7836 4343","24-Jul",4,4.7,0,"Luxury;History;Iconic","","","The Savoy stands as an enduring symbol of London’s luxury and a remarkable piece of its history. This iconic hotel has captivated visitors for nearly a century, offering an unparalleled experience steeped in glamour and tradition. From its opulent Art Deco design to its legendary Palm Court, the Savoy exudes an atmosphere of timeless elegance, transporting guests to a bygone era of sophistication and impeccable service. Many visitors often find themselves returning to the Savoy, drawn by the promise of exceptional hospitality and a truly special occasion. The hotel’s celebrated restaurants, including its flagship grill, and its renowned bar continue to be a focal point for celebrations and memorable moments, solidifying the Savoy’s place as a cornerstone of London’s cultural landscape.","2026-04-19 19:14:45",0
52,"Hotel Cafe Royal","Hotel","68 Regent Street","London","W1B 4DY",51.51,-0.136,"https://www.hotelcaferoyal.com","+44 20 7406 3333","24-Jul",4,4.6,0,"Luxury;Spa;West End","","","The Hotel Cafe Royal stands as a beacon of luxury in the heart of London, a truly exceptional destination for discerning travelers. Located just steps from the vibrant West End, it offers an unparalleled experience combining classic elegance with modern amenities. Visitors often describe the hotel as a timeless sanctuary, a place where impeccable service and opulent surroundings create an atmosphere of refined indulgence. Beyond its prime location and lavish décor, the Hotel Cafe Royal provides a haven for relaxation and rejuvenation. A luxurious spa facility allows guests to unwind and indulge, offering a range of treatments designed to soothe the body and mind. Many guests come back for the atmosphere, appreciating the hotel’s rich history and the feeling of stepping back into a bygone era of glamour and sophistication.","2026-04-19 19:49:54",0
53,"The Connaught","Hotel","Carlos Place","London","W1K 2AL",51.5097,-0.1495,"https://www.the-connaught.co.uk","+44 20 7499 7070","24-Jul",4,4.8,0,"Luxury;Mayfair;Bar","","","The Connaught, nestled in the heart of Mayfair, represents the pinnacle of London luxury. This iconic hotel exudes an air of timeless elegance, offering a truly exceptional experience for discerning travelers. Visitors often describe it as a sanctuary of refined style, where impeccable service and lavish accommodations combine to create an unforgettable stay. The hotel’s location is supremely convenient, placing guests within easy reach of London’s finest shopping, theaters, and cultural attractions. A central element of The Connaught’s allure is its celebrated Bar, consistently ranked among the world’s best. Many guests come back for the atmosphere, enjoying expertly crafted cocktails and a sophisticated ambiance. It’s a place where conversation flows easily and the art of hospitality is flawlessly executed, solidifying The Connaught’s reputation as a destination in itself.","2026-04-17 20:03:55",0
54,"Raffles London at The OWO","Hotel","57 Whitehall","London","SW1A 2BX",51.505,-0.126,"https://www.raffles.com/london","+44 20 3907 7500","24-Jul",4,4.7,0,"History;Luxury;New","","","Raffles London at The OWO represents a stunning fusion of history and contemporary luxury, nestled within the iconic former Royal Docks. This brand-new hotel seamlessly blends the legendary Raffles heritage with a breathtakingly modern architectural marvel, a landmark building that itself tells a story of innovation and transformation. The hotel’s location offers a unique perspective on London, combining the excitement of a vibrant city with a sense of serene elegance. Visitors often describe the experience as utterly transformative, noting the impeccable service, lavishly appointed rooms, and a palpable sense of timeless sophistication. Many guests come back for the atmosphere, appreciating the blend of classic British charm and cutting-edge design. Raffles London at The OWO is more than just a hotel; it’s a destination in itself, promising an unforgettable stay for discerning travelers.","2026-04-17 19:32:10",0
55,"Claridge's","Hotel","Brook Street","London","W1K 4HR",51.5126,-0.1478,"https://www.claridges.co.uk","+44 20 7629 8860","24-Jul",4,4.8,0,"Royalty;Tea;Art Deco","","","Claridge’s is an institution, a London landmark synonymous with unparalleled luxury and a truly special experience. Steeped in history and tradition, the hotel has long been a favorite haunt of royalty and continues to attract discerning travelers from around the globe. The grand interior, a masterpiece of Art Deco design, is immediately captivating, boasting glittering chandeliers, rich velvet furnishings, and meticulously detailed walls. Visitors often find themselves drawn to the elegant tea rooms, a place where afternoon tea is elevated to an art form, offering a delightful respite and a taste of classic British hospitality. Beyond the exquisite décor and impeccable service, Claridge’s offers a feeling of timelessness. Many guests come back for the atmosphere, a sense of occasion and a feeling of stepping back in time. The hotel’s enduring appeal lies in its ability to provide a consistently refined and memorable experience, solidifying its place as one of the world’s most celebrated hotels.","2026-04-19 15:42:46",0
56,"The Ritz London","Hotel","150 Piccadilly","London","W1J 9BR",51.507,-0.1416,"https://www.theritzlondon.com","+44 20 7493 8181","24-Jul",4,4.6,0,"Iconic;Tea;Luxury","","","The Ritz London is an iconic landmark, a beacon of luxury nestled in the heart of London. Its grand architecture and impeccable service immediately transport guests to a world of timeless elegance. Visitors often describe it as a truly special experience, a place where tradition and sophistication reign supreme. The hotel’s renowned afternoon tea is a highlight for many, a delightful ritual enjoyed in opulent surroundings. Beyond the tea, The Ritz offers a consistently remarkable stay. Guests frequently comment on the exceptional attention to detail, the warm hospitality, and the overall atmosphere of refined indulgence. Many guests come back for the atmosphere and the feeling of stepping back in time, making The Ritz London a destination that continues to enchant and impress.","2026-04-19 18:16:18",0
57,"The Dorchester","Hotel","53 Park Lane","London","W1K 1QA",51.5073,-0.1534,"https://www.dorchestercollection.com","+44 20 7629 8888","24-Jul",4,4.7,0,"Park Lane;Classic;Celebs","","","","",0
58,"Mandarin Oriental Hyde Park","Hotel","66 Knightsbridge","London","SW1X 7LA",51.502,-0.16,"https://www.mandarinoriental.com","+44 20 7235 2000","24-Jul",4,4.6,0,"Hyde Park;Luxury;Spa","","","","",0
59,"Shangri-La The Shard","Hotel","31 St Thomas Street","London","SE1 9QU",51.5045,-0.0865,"https://www.shangri-la.com","+44 20 7234 8000","24-Jul",4,4.7,0,"Views;Modern;Romance","","","","",0
60,"The Langham","Hotel","1C Portland Place","London","W1B 1JA",51.516,-0.144,"https://www.langhamhotels.com","+44 20 7636 1000","24-Jul",4,4.6,0,"History;Tea;Regent St","","","","",0
61,"Rosewood London","Hotel","252 High Holborn","London","WC1V 7EN",51.5176,-0.118,"https://www.rosewoodhotels.com","+44 20 7781 8888","24-Jul",4,4.7,0,"Stylish;Bar;Central","","","","",0
62,"Ham Yard Hotel","Hotel","1 Ham Yard","London","W1D 7DT",51.511,-0.135,"https://www.firmdalehotels.com","+44 20 3642 2000","24-Jul",4,4.8,0,"Boutique;Soho;Design","","","The Ham Yard Hotel is a vibrant and stylish boutique hotel nestled in the heart of Soho, London. It’s a truly unique destination, celebrated for its bold and eclectic design. The hotel’s interiors are a feast for the eyes, blending vintage furniture, lush greenery, and contemporary art to create a playful and inviting atmosphere. Visitors often describe the hotel as feeling like a secret garden within the bustling city, a place where unexpected delights await around every corner. Many guests are drawn to the hotel’s lively Soho location and its distinctive aesthetic. The Ham Yard consistently receives positive feedback regarding its stylish ambiance and attentive service, making it a popular choice for those seeking a memorable and fashionable London experience. It’s a place where you can easily spend an afternoon exploring the neighborhood’s shops and restaurants, then return to the hotel’s comfortable and sophisticated surroundings.","2026-04-17 19:59:25",0
